Transaction ID,Date,Time,Items Purchased,Quantity,Total Price (INR),Payment Method,Item
2053,2023-10-22,10:18:00,"Fresh Lemonade, Iced Tea (Peach), Pancakes with Syrup",2,820,Mobile Wallet,Iced Tea (Peach)
2053,2023-10-22,10:18:00,"Fresh Lemonade, Iced Tea (Peach), Pancakes with Syrup",2,820,Mobile Wallet,Pancakes with Syrup
2054,2023-07-02,19:54:00,Chocolate Chip Cookies,2,200,Card,Chocolate Chip Cookies
2055,2023-01-31,14:25:00,"Omelet, Caesar Salad",1,640,Card,Omelet
2055,2023-01-31,14:25:00,"Omelet, Caesar Salad",2,640,Card,Caesar Salad
2056,2023-09-24,16:50:00,"Greek Salad, Cappuccino, Omelet, Almond Milk",1,760,Cash,Greek Salad
2056,2023-09-24,16:50:00,"Greek Salad, Cappuccino, Omelet, Almond Milk",2,760,Cash,Cappuccino
2056,2023-09-24,16:50:00,"Greek Salad, Cappuccino, Omelet, Almond Milk",1,760,Cash,Omelet
2056,2023-09-24,16:50:00,"Greek Salad, Cappuccino, Omelet, Almond Milk",1,760,Cash,Almond Milk
2057,2023-08-06,19:24:00,Cold Brew,1,150,Mobile Wallet,Cold Brew
2058,2023-05-22,18:32:00,"Avocado Toast, Americano",2,720,UPI,Avocado Toast
2058,2023-05-22,18:32:00,"Avocado Toast, Americano",2,720,UPI,Americano
2059,2023-07-12,15:27:00,Brownies,2,240,Mobile Wallet,Brownies
2060,2023-06-11,15:36:00,"Lemon Tart, Greek Salad, Fresh Lemonade",2,860,UPI,Lemon Tart
2060,2023-06-11,15:36:00,"Lemon Tart, Greek Salad, Fresh Lemonade",1,860,UPI,Greek Salad
2060,2023-06-11,15:36:00,"Lemon Tart, Greek Salad, Fresh Lemonade",1,860,UPI,Fresh Lemonade
2061,2023-11-16,10:51:00,"Caesar Salad, Oat Milk",2,480,UPI,Caesar Salad
2061,2023-11-16,10:51:00,"Caesar Salad, Oat Milk",1,480,UPI,Oat Milk
2062,2023-06-17,16:59:00,"Pancakes with Syrup, Omelet",2,700,Mobile Wallet,Pancakes with Syrup
2062,2023-06-17,16:59:00,"Pancakes with Syrup, Omelet",1,700,Mobile Wallet,Omelet
2063,2023-11-11,13:16:00,"Vanilla Milkshake, Grilled Cheese Sandwich, Vanilla Syrup",2,550,Card,Vanilla Milkshake
2063,2023-11-11,13:16:00,"Vanilla Milkshake, Grilled Cheese Sandwich, Vanilla Syrup",1,550,Card,Grilled Cheese Sandwich
2063,2023-11-11,13:16:00,"Vanilla Milkshake, Grilled Cheese Sandwich, Vanilla Syrup",1,550,Card,Vanilla Syrup
2064,2023-12-12,18:57:00,"Caesar Salad, Cheesecake, Brownies, Soy Milk",2,880,Cash,Caesar Salad
2064,2023-12-12,18:57:00,"Caesar Salad, Cheesecake, Brownies, Soy Milk",1,880,Cash,Cheesecake
2064,2023-12-12,18:57:00,"Caesar Salad, Cheesecake, Brownies, Soy Milk",1,880,Cash,Brownies
2064,2023-12-12,18:57:00,"Caesar Salad, Cheesecake, Brownies, Soy Milk",1,880,Cash,Soy Milk
2065,2023-05-21,17:49:00,"Brownies, Oat Milk",1,160,Card,Brownies
2065,2023-05-21,17:49:00,"Brownies, Oat Milk",1,160,Card,Oat Milk
2066,2023-05-24,09:25:00,"Greek Salad, Veggie Hummus Wrap, Caesar Salad, Soy Milk",1,920,UPI,Greek Salad
2066,2023-05-24,09:25:00,"Greek Salad, Veggie Hummus Wrap, Caesar Salad, Soy Milk",2,920,UPI,Veggie Hummus Wrap
2066,2023-05-24,09:25:00,"Greek Salad, Veggie Hummus Wrap, Caesar Salad, Soy Milk",1,920,UPI,Caesar Salad
2066,2023-05-24,09:25:00,"Greek Salad, Veggie Hummus Wrap, Caesar Salad, Soy Milk",1,920,UPI,Soy Milk
2067,2023-06-13,15:35:00,"Espresso, Affogato",2,400,Mobile Wallet,Espresso
2067,2023-06-13,15:35:00,"Espresso, Affogato",1,400,Mobile Wallet,Affogato
2068,2023-04-27,17:18:00,Affogato,2,400,Card,Affogato
2069,2023-10-28,14:45:00,French Toast,1,270,Card,French Toast
2070,2023-11-15,20:00:00,"Brownies, Americano, Almond Milk",2,400,Cash,Brownies
2070,2023-11-15,20:00:00,"Brownies, Americano, Almond Milk",1,400,Cash,Americano
2070,2023-11-15,20:00:00,"Brownies, Americano, Almond Milk",1,400,Cash,Almond Milk
2071,2023-12-08,09:14:00,"Hot Chocolate, Almond Milk",2,320,Cash,Hot Chocolate
2071,2023-12-08,09:14:00,"Hot Chocolate, Almond Milk",1,320,Cash,Almond Milk
2072,2023-03-14,16:23:00,"Chocolate Fudge Cake, Nitro Cold Brew, Pancakes with Syrup, Oat Milk",1,720,Card,Chocolate Fudge Cake
2072,2023-03-14,16:23:00,"Chocolate Fudge Cake, Nitro Cold Brew, Pancakes with Syrup, Oat Milk",1,720,Card,Nitro Cold Brew
2072,2023-03-14,16:23:00,"Chocolate Fudge Cake, Nitro Cold Brew, Pancakes with Syrup, Oat Milk",1,720,Card,Pancakes with Syrup
2072,2023-03-14,16:23:00,"Chocolate Fudge Cake, Nitro Cold Brew, Pancakes with Syrup, Oat Milk",1,720,Card,Oat Milk
2073,2023-06-16,12:38:00,"Mocha, Nitro Cold Brew",2,720,Card,Mocha
2073,2023-06-16,12:38:00,"Mocha, Nitro Cold Brew",2,720,Card,Nitro Cold Brew
2074,2023-02-23,10:57:00,Mocha,1,180,Mobile Wallet,Mocha
2075,2023-05-15,09:37:00,"Avocado Toast, Hot Chocolate",1,520,UPI,Avocado Toast
2075,2023-05-15,09:37:00,"Avocado Toast, Hot Chocolate",2,520,UPI,Hot Chocolate
2076,2023-03-01,15:13:00,"Cheesecake, Bagel with Cream Cheese, Vanilla Milkshake",2,1120,Mobile Wallet,Cheesecake
2076,2023-03-01,15:13:00,"Cheesecake, Bagel with Cream Cheese, Vanilla Milkshake",1,1120,Mobile Wallet,Bagel with Cream Cheese
2076,2023-03-01,15:13:00,"Cheesecake, Bagel with Cream Cheese, Vanilla Milkshake",2,1120,Mobile Wallet,Vanilla Milkshake
2077,2023-12-04,11:36:00,"Matcha Latte, Veggie Hummus Wrap, Soy Milk",2,580,UPI,Matcha Latte
2077,2023-12-04,11:36:00,"Matcha Latte, Veggie Hummus Wrap, Soy Milk",1,580,UPI,Veggie Hummus Wrap
2077,2023-12-04,11:36:00,"Matcha Latte, Veggie Hummus Wrap, Soy Milk",1,580,UPI,Soy Milk
2078,2023-03-18,17:41:00,"Iced Tea (Peach), Seasonal Smoothie",2,370,Mobile Wallet,Iced Tea (Peach)
2078,2023-03-18,17:41:00,"Iced Tea (Peach), Seasonal Smoothie",1,370,Mobile Wallet,Seasonal Smoothie
2079,2023-11-26,20:56:00,Strawberry Milkshake,2,340,Cash,Strawberry Milkshake
2080,2023-04-24,17:10:00,"Matcha Latte, Pancakes with Syrup, Almond Milk",1,450,Cash,Matcha Latte
2080,2023-04-24,17:10:00,"Matcha Latte, Pancakes with Syrup, Almond Milk",1,450,Cash,Pancakes with Syrup
2080,2023-04-24,17:10:00,"Matcha Latte, Pancakes with Syrup, Almond Milk",1,450,Cash,Almond Milk
2081,2023-12-24,18:27:00,"Iced Americano, Oat Milk",1,170,UPI,Iced Americano
2081,2023-12-24,18:27:00,"Iced Americano, Oat Milk",1,170,UPI,Oat Milk
2082,2023-02-26,17:06:00,Fresh Lemonade,1,100,Card,Fresh Lemonade
2083,2023-01-24,16:15:00,"Chicken Caesar Wrap, Seasonal Smoothie",2,740,UPI,Chicken Caesar Wrap
2083,2023-01-24,16:15:00,"Chicken Caesar Wrap, Seasonal Smoothie",2,740,UPI,Seasonal Smoothie
2084,2023-11-05,18:59:00,"Vanilla Milkshake, Quinoa Bowl, Cappuccino",2,970,Card,Vanilla Milkshake
2084,2023-11-05,18:59:00,"Vanilla Milkshake, Quinoa Bowl, Cappuccino",2,970,Card,Quinoa Bowl
2084,2023-11-05,18:59:00,"Vanilla Milkshake, Quinoa Bowl, Cappuccino",1,970,Card,Cappuccino
2085,2023-08-13,13:42:00,Caesar Salad,1,220,Card,Caesar Salad
2086,2023-08-04,13:04:00,"Caesar Salad, Avocado Toast, Americano",2,1160,Card,Caesar Salad
2086,2023-08-04,13:04:00,"Caesar Salad, Avocado Toast, Americano",2,1160,Card,Avocado Toast
2086,2023-08-04,13:04:00,"Caesar Salad, Avocado Toast, Americano",2,1160,Card,Americano
2087,2023-12-23,08:09:00,"Seasonal Smoothie, Affogato",2,500,UPI,Seasonal Smoothie
2087,2023-12-23,08:09:00,"Seasonal Smoothie, Affogato",1,500,UPI,Affogato
2088,2023-11-02,10:48:00,"Pancakes with Syrup, Brownies, Pancakes with Syrup",2,1240,UPI,Pancakes with Syrup
2088,2023-11-02,10:48:00,"Pancakes with Syrup, Brownies, Pancakes with Syrup",2,1240,UPI,Brownies
2088,2023-11-02,10:48:00,"Pancakes with Syrup, Brownies, Pancakes with Syrup",2,1240,UPI,Pancakes with Syrup
2089,2023-04-20,08:29:00,"Chocolate Fudge Cake, Latte, Nitro Cold Brew",2,1200,UPI,Chocolate Fudge Cake
2089,2023-04-20,08:29:00,"Chocolate Fudge Cake, Latte, Nitro Cold Brew",2,1200,UPI,Latte
2089,2023-04-20,08:29:00,"Chocolate Fudge Cake, Latte, Nitro Cold Brew",2,1200,UPI,Nitro Cold Brew
2090,2023-02-21,19:42:00,Avocado Toast,1,240,UPI,Avocado Toast
2091,2023-08-19,10:30:00,"Chocolate Milkshake, Grilled Cheese Sandwich, Caramel Drizzle",2,570,UPI,Chocolate Milkshake
2091,2023-08-19,10:30:00,"Chocolate Milkshake, Grilled Cheese Sandwich, Caramel Drizzle",1,570,UPI,Grilled Cheese Sandwich
2091,2023-08-19,10:30:00,"Chocolate Milkshake, Grilled Cheese Sandwich, Caramel Drizzle",1,570,UPI,Caramel Drizzle
2092,2023-05-29,20:27:00,Lemon Tart,2,540,Cash,Lemon Tart
2093,2023-05-25,18:51:00,Lemon Tart,2,540,Cash,Lemon Tart
2094,2023-11-19,16:56:00,"Espresso, Bagel with Cream Cheese, Bagel with Cream Cheese, Soy Milk",1,580,UPI,Espresso
2094,2023-11-19,16:56:00,"Espresso, Bagel with Cream Cheese, Bagel with Cream Cheese, Soy Milk",1,580,UPI,Bagel with Cream Cheese
2094,2023-11-19,16:56:00,"Espresso, Bagel with Cream Cheese, Bagel with Cream Cheese, Soy Milk",1,580,UPI,Bagel with Cream Cheese
2094,2023-11-19,16:56:00,"Espresso, Bagel with Cream Cheese, Bagel with Cream Cheese, Soy Milk",1,580,UPI,Soy Milk
2095,2023-04-05,15:11:00,"Lemon Tart, Almond Milk",2,580,UPI,Lemon Tart
2095,2023-04-05,15:11:00,"Lemon Tart, Almond Milk",1,580,UPI,Almond Milk
2096,2023-10-06,10:41:00,"Nitro Cold Brew, Omelet, Caramel Drizzle",2,610,Cash,Nitro Cold Brew
2096,2023-10-06,10:41:00,"Nitro Cold Brew, Omelet, Caramel Drizzle",1,610,Cash,Omelet
2096,2023-10-06,10:41:00,"Nitro Cold Brew, Omelet, Caramel Drizzle",1,610,Cash,Caramel Drizzle
2097,2023-08-13,12:47:00,"Brownies, Greek Salad, Iced Americano, Soy Milk",1,860,Card,Brownies
2097,2023-08-13,12:47:00,"Brownies, Greek Salad, Iced Americano, Soy Milk",2,860,Card,Greek Salad
2097,2023-08-13,12:47:00,"Brownies, Greek Salad, Iced Americano, Soy Milk",2,860,Card,Iced Americano
2097,2023-08-13,12:47:00,"Brownies, Greek Salad, Iced Americano, Soy Milk",1,860,Card,Soy Milk
2098,2023-07-20,13:24:00,Grilled Cheese Sandwich,1,180,UPI,Grilled Cheese Sandwich
2099,2023-10-29,13:53:00,"Cheesecake, Oat Milk",2,600,UPI,Cheesecake
2099,2023-10-29,13:53:00,"Cheesecake, Oat Milk",1,600,UPI,Oat Milk
2100,2023-10-11,16:25:00,"Lemon Tart, Chocolate Fudge Cake, Seasonal Smoothie, Vanilla Syrup",2,1370,Cash,Lemon Tart
2100,2023-10-11,16:25:00,"Lemon Tart, Chocolate Fudge Cake, Seasonal Smoothie, Vanilla Syrup",2,1370,Cash,Chocolate Fudge Cake
2100,2023-10-11,16:25:00,"Lemon Tart, Chocolate Fudge Cake, Seasonal Smoothie, Vanilla Syrup",2,1370,Cash,Seasonal Smoothie
2100,2023-10-11,16:25:00,"Lemon Tart, Chocolate Fudge Cake, Seasonal Smoothie, Vanilla Syrup",1,1370,Cash,Vanilla Syrup
2101,2023-09-27,09:25:00,Iced Americano,1,130,Cash,Iced Americano
2102,2023-07-30,14:22:00,"Green Tea, Veggie Hummus Wrap, French Toast",1,1060,Cash,Green Tea
2102,2023-07-30,14:22:00,"Green Tea, Veggie Hummus Wrap, French Toast",2,1060,Cash,Veggie Hummus Wrap
2102,2023-07-30,14:22:00,"Green Tea, Veggie Hummus Wrap, French Toast",2,1060,Cash,French Toast
2103,2023-11-15,14:35:00,"Iced Tea (Peach), Veggie Hummus Wrap, Almond Milk",1,370,Mobile Wallet,Iced Tea (Peach)
2103,2023-11-15,14:35:00,"Iced Tea (Peach), Veggie Hummus Wrap, Almond Milk",1,370,Mobile Wallet,Veggie Hummus Wrap
2103,2023-11-15,14:35:00,"Iced Tea (Peach), Veggie Hummus Wrap, Almond Milk",1,370,Mobile Wallet,Almond Milk
2104,2023-01-24,16:11:00,"Omelet, Iced Tea (Peach), Vanilla Milkshake",1,480,UPI,Omelet
2104,2023-01-24,16:11:00,"Omelet, Iced Tea (Peach), Vanilla Milkshake",1,480,UPI,Iced Tea (Peach)
2104,2023-01-24,16:11:00,"Omelet, Iced Tea (Peach), Vanilla Milkshake",1,480,UPI,Vanilla Milkshake
2105,2023-07-04,09:50:00,"Cheesecake, Pancakes with Syrup, Vanilla Syrup",1,810,UPI,Cheesecake
2105,2023-07-04,09:50:00,"Cheesecake, Pancakes with Syrup, Vanilla Syrup",2,810,UPI,Pancakes with Syrup
2105,2023-07-04,09:50:00,"Cheesecake, Pancakes with Syrup, Vanilla Syrup",1,810,UPI,Vanilla Syrup
2106,2023-03-10,16:15:00,"Chocolate Chip Cookies, Omelet, Espresso, Oat Milk",2,540,UPI,Chocolate Chip Cookies
2106,2023-03-10,16:15:00,"Chocolate Chip Cookies, Omelet, Espresso, Oat Milk",1,540,UPI,Omelet
2106,2023-03-10,16:15:00,"Chocolate Chip Cookies, Omelet, Espresso, Oat Milk",1,540,UPI,Espresso
2106,2023-03-10,16:15:00,"Chocolate Chip Cookies, Omelet, Espresso, Oat Milk",1,540,UPI,Oat Milk
2107,2023-06-06,10:30:00,"Chicken Caesar Wrap, Oat Milk",2,480,Card,Chicken Caesar Wrap
2107,2023-06-06,10:30:00,"Chicken Caesar Wrap, Oat Milk",1,480,Card,Oat Milk
2108,2023-07-07,11:38:00,"Affogato, Omelet, Chocolate Chip Cookies, Caramel Drizzle",2,950,UPI,Affogato
2108,2023-07-07,11:38:00,"Affogato, Omelet, Chocolate Chip Cookies, Caramel Drizzle",2,950,UPI,Omelet
2108,2023-07-07,11:38:00,"Affogato, Omelet, Chocolate Chip Cookies, Caramel Drizzle",1,950,UPI,Chocolate Chip Cookies
2108,2023-07-07,11:38:00,"Affogato, Omelet, Chocolate Chip Cookies, Caramel Drizzle",1,950,UPI,Caramel Drizzle
2109,2023-10-30,19:44:00,"Latte, Masala Chai, Soy Milk",2,560,Cash,Latte
2109,2023-10-30,19:44:00,"Latte, Masala Chai, Soy Milk",2,560,Cash,Masala Chai
2109,2023-10-30,19:44:00,"Latte, Masala Chai, Soy Milk",1,560,Cash,Soy Milk
2110,2023-09-20,17:43:00,"Pancakes with Syrup, Vanilla Syrup",2,530,Card,Pancakes with Syrup
2110,2023-09-20,17:43:00,"Pancakes with Syrup, Vanilla Syrup",1,530,Card,Vanilla Syrup
2111,2023-11-19,08:57:00,"Greek Salad, French Toast, Chocolate Fudge Cake, Soy Milk",2,1250,UPI,Greek Salad
2111,2023-11-19,08:57:00,"Greek Salad, French Toast, Chocolate Fudge Cake, Soy Milk",1,1250,UPI,French Toast
2111,2023-11-19,08:57:00,"Greek Salad, French Toast, Chocolate Fudge Cake, Soy Milk",2,1250,UPI,Chocolate Fudge Cake
2111,2023-11-19,08:57:00,"Greek Salad, French Toast, Chocolate Fudge Cake, Soy Milk",1,1250,UPI,Soy Milk
2112,2023-04-02,20:37:00,"Seasonal Smoothie, Bagel with Cream Cheese, French Toast",1,910,UPI,Seasonal Smoothie
2112,2023-04-02,20:37:00,"Seasonal Smoothie, Bagel with Cream Cheese, French Toast",1,910,UPI,Bagel with Cream Cheese
2112,2023-04-02,20:37:00,"Seasonal Smoothie, Bagel with Cream Cheese, French Toast",2,910,UPI,French Toast
2113,2023-06-10,09:15:00,"Chocolate Fudge Cake, Soy Milk",1,290,Card,Chocolate Fudge Cake
2113,2023-06-10,09:15:00,"Chocolate Fudge Cake, Soy Milk",1,290,Card,Soy Milk
2114,2023-06-13,10:23:00,"Cheesecake, Lemon Tart",1,820,Card,Cheesecake
2114,2023-06-13,10:23:00,"Cheesecake, Lemon Tart",2,820,Card,Lemon Tart
2115,2023-05-15,08:04:00,"Iced Tea (Peach), Vanilla Syrup",1,140,UPI,Iced Tea (Peach)
2115,2023-05-15,08:04:00,"Iced Tea (Peach), Vanilla Syrup",1,140,UPI,Vanilla Syrup
2116,2023-01-16,12:26:00,"Hot Chocolate, Espresso",2,380,Card,Hot Chocolate
2116,2023-01-16,12:26:00,"Hot Chocolate, Espresso",1,380,Card,Espresso
2117,2023-06-23,12:16:00,Espresso,1,100,Mobile Wallet,Espresso
2118,2023-11-12,17:30:00,"Cappuccino, Latte",1,490,Mobile Wallet,Cappuccino
2118,2023-11-12,17:30:00,"Cappuccino, Latte",2,490,Mobile Wallet,Latte
2119,2023-06-01,15:05:00,"Seasonal Smoothie, Quinoa Bowl, Club Sandwich",1,830,Mobile Wallet,Seasonal Smoothie
2119,2023-06-01,15:05:00,"Seasonal Smoothie, Quinoa Bowl, Club Sandwich",2,830,Mobile Wallet,Quinoa Bowl
2119,2023-06-01,15:05:00,"Seasonal Smoothie, Quinoa Bowl, Club Sandwich",1,830,Mobile Wallet,Club Sandwich
2120,2023-11-11,08:22:00,"Iced Americano, Strawberry Milkshake, Vanilla Syrup",2,460,Mobile Wallet,Iced Americano
2120,2023-11-11,08:22:00,"Iced Americano, Strawberry Milkshake, Vanilla Syrup",1,460,Mobile Wallet,Strawberry Milkshake
2120,2023-11-11,08:22:00,"Iced Americano, Strawberry Milkshake, Vanilla Syrup",1,460,Mobile Wallet,Vanilla Syrup
2121,2023-01-05,14:34:00,"Club Sandwich, Veggie Hummus Wrap, Greek Salad",2,1060,Cash,Club Sandwich
2121,2023-01-05,14:34:00,"Club Sandwich, Veggie Hummus Wrap, Greek Salad",1,1060,Cash,Veggie Hummus Wrap
2121,2023-01-05,14:34:00,"Club Sandwich, Veggie Hummus Wrap, Greek Salad",2,1060,Cash,Greek Salad
2122,2023-12-22,08:02:00,"Cappuccino, Fresh Lemonade, Green Tea, Almond Milk",2,520,Card,Cappuccino
2122,2023-12-22,08:02:00,"Cappuccino, Fresh Lemonade, Green Tea, Almond Milk",1,520,Card,Fresh Lemonade
2122,2023-12-22,08:02:00,"Cappuccino, Fresh Lemonade, Green Tea, Almond Milk",1,520,Card,Green Tea
2122,2023-12-22,08:02:00,"Cappuccino, Fresh Lemonade, Green Tea, Almond Milk",1,520,Card,Almond Milk
2123,2023-06-26,19:25:00,"Chocolate Milkshake, Club Sandwich, Brownies",1,610,Mobile Wallet,Chocolate Milkshake
2123,2023-06-26,19:25:00,"Chocolate Milkshake, Club Sandwich, Brownies",1,610,Mobile Wallet,Club Sandwich
2123,2023-06-26,19:25:00,"Chocolate Milkshake, Club Sandwich, Brownies",2,610,Mobile Wallet,Brownies
2124,2023-02-22,20:57:00,"Seasonal Smoothie, Hot Chocolate, Chocolate Chip Cookies",2,780,Cash,Seasonal Smoothie
2124,2023-02-22,20:57:00,"Seasonal Smoothie, Hot Chocolate, Chocolate Chip Cookies",2,780,Cash,Hot Chocolate
2124,2023-02-22,20:57:00,"Seasonal Smoothie, Hot Chocolate, Chocolate Chip Cookies",2,780,Cash,Chocolate Chip Cookies
2125,2023-04-16,12:46:00,"Hot Chocolate, Pancakes with Syrup",1,640,Mobile Wallet,Hot Chocolate
2125,2023-04-16,12:46:00,"Hot Chocolate, Pancakes with Syrup",2,640,Mobile Wallet,Pancakes with Syrup
2126,2023-03-02,15:39:00,"Club Sandwich, Seasonal Smoothie, Lemon Tart",1,1040,UPI,Club Sandwich
2126,2023-03-02,15:39:00,"Club Sandwich, Seasonal Smoothie, Lemon Tart",2,1040,UPI,Seasonal Smoothie
2126,2023-03-02,15:39:00,"Club Sandwich, Seasonal Smoothie, Lemon Tart",2,1040,UPI,Lemon Tart
2127,2023-07-16,19:52:00,Cheesecake,1,280,Mobile Wallet,Cheesecake
2128,2023-01-07,18:18:00,"Avocado Toast, Iced Americano, Americano, Oat Milk",1,780,Card,Avocado Toast
2128,2023-01-07,18:18:00,"Avocado Toast, Iced Americano, Americano, Oat Milk",2,780,Card,Iced Americano
2128,2023-01-07,18:18:00,"Avocado Toast, Iced Americano, Americano, Oat Milk",2,780,Card,Americano
2128,2023-01-07,18:18:00,"Avocado Toast, Iced Americano, Americano, Oat Milk",1,780,Card,Oat Milk
2129,2023-07-24,17:25:00,"Latte, Omelet",1,370,Mobile Wallet,Latte
2129,2023-07-24,17:25:00,"Latte, Omelet",1,370,Mobile Wallet,Omelet
2130,2023-01-21,09:26:00,"Greek Salad, Avocado Toast, French Toast",2,1220,Mobile Wallet,Greek Salad
2130,2023-01-21,09:26:00,"Greek Salad, Avocado Toast, French Toast",1,1220,Mobile Wallet,Avocado Toast
2130,2023-01-21,09:26:00,"Greek Salad, Avocado Toast, French Toast",2,1220,Mobile Wallet,French Toast
2131,2023-09-03,20:18:00,"Chicken Caesar Wrap, Iced Americano, Grilled Cheese Sandwich",2,1060,Mobile Wallet,Chicken Caesar Wrap
2131,2023-09-03,20:18:00,"Chicken Caesar Wrap, Iced Americano, Grilled Cheese Sandwich",2,1060,Mobile Wallet,Iced Americano
2131,2023-09-03,20:18:00,"Chicken Caesar Wrap, Iced Americano, Grilled Cheese Sandwich",2,1060,Mobile Wallet,Grilled Cheese Sandwich
2132,2023-10-14,10:34:00,"Club Sandwich, Bagel with Cream Cheese, Almond Milk",1,680,Mobile Wallet,Club Sandwich
2132,2023-10-14,10:34:00,"Club Sandwich, Bagel with Cream Cheese, Almond Milk",2,680,Mobile Wallet,Bagel with Cream Cheese
2132,2023-10-14,10:34:00,"Club Sandwich, Bagel with Cream Cheese, Almond Milk",1,680,Mobile Wallet,Almond Milk
2133,2023-12-12,08:53:00,"Nitro Cold Brew, Lemon Tart, Soy Milk",1,490,Card,Nitro Cold Brew
2133,2023-12-12,08:53:00,"Nitro Cold Brew, Lemon Tart, Soy Milk",1,490,Card,Lemon Tart
2133,2023-12-12,08:53:00,"Nitro Cold Brew, Lemon Tart, Soy Milk",1,490,Card,Soy Milk
2134,2023-12-27,12:15:00,"Seasonal Smoothie, Grilled Cheese Sandwich, Omelet",1,730,Cash,Seasonal Smoothie
2134,2023-12-27,12:15:00,"Seasonal Smoothie, Grilled Cheese Sandwich, Omelet",1,730,Cash,Grilled Cheese Sandwich
2134,2023-12-27,12:15:00,"Seasonal Smoothie, Grilled Cheese Sandwich, Omelet",2,730,Cash,Omelet
2135,2023-08-04,08:55:00,"Affogato, French Toast",1,470,UPI,Affogato
2135,2023-08-04,08:55:00,"Affogato, French Toast",1,470,UPI,French Toast
2136,2023-03-28,13:30:00,Greek Salad,2,440,UPI,Greek Salad
2137,2023-12-06,11:49:00,"Cheesecake, Flat White",2,720,UPI,Cheesecake
2137,2023-12-06,11:49:00,"Cheesecake, Flat White",1,720,UPI,Flat White
2138,2023-06-26,09:37:00,"Americano, Avocado Toast",2,480,Cash,Americano
2138,2023-06-26,09:37:00,"Americano, Avocado Toast",1,480,Cash,Avocado Toast
2139,2023-09-25,11:29:00,"Veggie Hummus Wrap, Quinoa Bowl, Almond Milk",1,500,UPI,Veggie Hummus Wrap
2139,2023-09-25,11:29:00,"Veggie Hummus Wrap, Quinoa Bowl, Almond Milk",1,500,UPI,Quinoa Bowl
2139,2023-09-25,11:29:00,"Veggie Hummus Wrap, Quinoa Bowl, Almond Milk",1,500,UPI,Almond Milk
2140,2023-06-27,13:13:00,Quinoa Bowl,2,480,Mobile Wallet,Quinoa Bowl
2141,2023-05-31,12:59:00,"Caesar Salad, Bagel with Cream Cheese",1,660,UPI,Caesar Salad
2141,2023-05-31,12:59:00,"Caesar Salad, Bagel with Cream Cheese",2,660,UPI,Bagel with Cream Cheese
2142,2023-01-05,10:05:00,"Chocolate Chip Cookies, Almond Milk",1,140,Card,Chocolate Chip Cookies
2142,2023-01-05,10:05:00,"Chocolate Chip Cookies, Almond Milk",1,140,Card,Almond Milk
2143,2023-03-28,09:03:00,"Chocolate Milkshake, Cappuccino",1,320,Mobile Wallet,Chocolate Milkshake
2143,2023-03-28,09:03:00,"Chocolate Milkshake, Cappuccino",1,320,Mobile Wallet,Cappuccino
2144,2023-02-04,16:23:00,"Brownies, Lemon Tart, Soy Milk",2,550,UPI,Brownies
2144,2023-02-04,16:23:00,"Brownies, Lemon Tart, Soy Milk",1,550,UPI,Lemon Tart
2144,2023-02-04,16:23:00,"Brownies, Lemon Tart, Soy Milk",1,550,UPI,Soy Milk
2145,2023-02-15,14:59:00,French Toast,1,270,Card,French Toast
2146,2023-10-19,09:29:00,"Grilled Cheese Sandwich, Iced Americano, Omelet, Soy Milk",1,680,Cash,Grilled Cheese Sandwich
2146,2023-10-19,09:29:00,"Grilled Cheese Sandwich, Iced Americano, Omelet, Soy Milk",2,680,Cash,Iced Americano
2146,2023-10-19,09:29:00,"Grilled Cheese Sandwich, Iced Americano, Omelet, Soy Milk",1,680,Cash,Omelet
2146,2023-10-19,09:29:00,"Grilled Cheese Sandwich, Iced Americano, Omelet, Soy Milk",1,680,Cash,Soy Milk
2147,2023-04-18,12:06:00,"Strawberry Milkshake, Hot Chocolate, Chocolate Chip Cookies, Vanilla Syrup",2,610,Mobile Wallet,Strawberry Milkshake
2147,2023-04-18,12:06:00,"Strawberry Milkshake, Hot Chocolate, Chocolate Chip Cookies, Vanilla Syrup",1,610,Mobile Wallet,Hot Chocolate
2147,2023-04-18,12:06:00,"Strawberry Milkshake, Hot Chocolate, Chocolate Chip Cookies, Vanilla Syrup",1,610,Mobile Wallet,Chocolate Chip Cookies
2147,2023-04-18,12:06:00,"Strawberry Milkshake, Hot Chocolate, Chocolate Chip Cookies, Vanilla Syrup",1,610,Mobile Wallet,Vanilla Syrup
2148,2023-06-26,18:59:00,"Cold Brew, Quinoa Bowl",2,780,Mobile Wallet,Cold Brew
2148,2023-06-26,18:59:00,"Cold Brew, Quinoa Bowl",2,780,Mobile Wallet,Quinoa Bowl
2149,2023-10-10,19:45:00,"Avocado Toast, Greek Salad, Veggie Hummus Wrap",2,1140,Card,Avocado Toast
2149,2023-10-10,19:45:00,"Avocado Toast, Greek Salad, Veggie Hummus Wrap",1,1140,Card,Greek Salad
2149,2023-10-10,19:45:00,"Avocado Toast, Greek Salad, Veggie Hummus Wrap",2,1140,Card,Veggie Hummus Wrap
2150,2023-11-22,13:16:00,Club Sandwich,2,400,UPI,Club Sandwich
2151,2023-06-25,17:15:00,"Cappuccino, Quinoa Bowl, Latte, Soy Milk",1,600,Card,Cappuccino
2151,2023-06-25,17:15:00,"Cappuccino, Quinoa Bowl, Latte, Soy Milk",1,600,Card,Quinoa Bowl
